20000600A000007	firstFILE	bc130.source.aa	firstFILE-0000816.0005	1	1	firstFILE-000000	000000	000000	2821	0	000000	0000 files/firstFILE-0000816.0005/fileFirst000000.txt
20000600A000014	firstFILE	bc128.source.aa	firstFILE-0000816.0004	1	1	firstFILE-000000	000000	000000	2815	0	000000	0000 files/firstFILE-0000816.0004/fileFirst000000.txt
20000600A000008	firstFILE	mc019.source.aa	firstFILE-0000816.0008	1	1	firstFILE-000000	000000	000000	3465	0	000000	0000 files/firstFILE-0000816.0008/fileFirst000000.txt
20000600A000020	firstFILE	mc058.source.aa	firstFILE-0000816.0010	1	1	firstFILE-000000	000000	000000	3462	0	000000	0000 files/firstFILE-0000816.0010/fileFirst000000.txt
20000600A000017	firstFILE	mc011.source.aa	firstFILE-0000816.0014	1	1	firstFILE-000000	000000	000000	3469	0	000000	0000 files/firstFILE-0000816.0014/fileFirst000000.txt
20000600A000019	firstFILE	mc224.source.aa	firstFILE-0000816.0015	1	1	firstFILE-000000	000000	000000	3468	0	000000	0000 files/firstFILE-0000816.0015/fileFirst000000.txt
20000600A000022	firstFILE	mc061.source.aa	firstFILE-0000816.0011	1	1	firstFILE-000000	000000	000000	3467	0	000000	0000 files/firstFILE-0000816.0011/fileFirst000000.txt
20000600A000031	firstFILE	mc054.source.aa	firstFILE-0000816.0009	1	1	firstFILE-000000	000000	000000	3464	0	000000	0000 files/firstFILE-0000816.0009/fileFirst000000.txt
20000600A000030	firstFILE	mc033.source.aa	firstFILE-0000816.0006	1	1	firstFILE-000000	000000	000000	3466	0	000000	0000 files/firstFILE-0000816.0006/fileFirst000000.txt
20000600A000030	firstFILE	mc062.source.aa	firstFILE-0000816.0007	1	1	firstFILE-000000	000000	000000	3467	0	000000	0000 files/firstFILE-0000816.0007/fileFirst000000.txt
20000600A000029	firstFILE	mc018.source.aa	firstFILE-0000816.0013	1	1	firstFILE-000000	000000	000000	3468	0	000000	0000 files/firstFILE-0000816.0013/fileFirst000000.txt
20000600A000031	firstFILE	mc037.source.aa	firstFILE-0000816.0012	1	1	firstFILE-000000	000000	000000	3468	0	000000	0000 files/firstFILE-0000816.0012/fileFirst000000.txt
20000600A000015	firstFILE	bc028.source.aa	firstFILE-0000816.0003	1	1	firstFILE-000000	000000	000000	3972	0	000000	0000 files/firstFILE-0000816.0003/fileFirst000000.txt
20000600A000034	firstFILE	bc040.source.aa	firstFILE-0000816.0001	1	1	firstFILE-000000	000000	000000	3969	0	000000	0000 files/firstFILE-0000816.0001/fileFirst000000.txt
20000600A000030	firstFILE	bc041.source.aa	firstFILE-0000816.0002	1	1	firstFILE-000000	000000	000000	3974	0	000000	0000 files/firstFILE-0000816.0002/fileFirst000000.txt
20000600A074219	firstFILE	bc127.source.aa	firstFILE-0000820.0002	1	1	firstFILE-000000	000000	000000	2830	0	000000	0000 files/firstFILE-0000820.0002/fileFirst000000.txt
20000600A074230	firstFILE	bc155.source.aa	firstFILE-0000820.0014	1	1	firstFILE-000000	000000	000000	2823	0	000000	0000 files/firstFILE-0000820.0014/fileFirst000000.txt
20000600A074206	firstFILE	mc029.source.aa	firstFILE-0000820.0013	1	1	firstFILE-000000	000000	000000	3467	0	000000	0000 files/firstFILE-0000820.0013/fileFirst000000.txt
20000600A074210	firstFILE	mc249.source.aa	firstFILE-0000820.0004	1	1	firstFILE-000000	000000	000000	3466	0	000000	0000 files/firstFILE-0000820.0004/fileFirst000000.txt
20000600A074212	firstFILE	mc100.source.aa	firstFILE-0000820.0010	1	1	firstFILE-000000	000000	000000	3470	0	000000	0000 files/firstFILE-0000820.0010/fileFirst000000.txt
20000600A074219	firstFILE	mc126.source.aa	firstFILE-0000820.0007	1	1	firstFILE-000000	000000	000000	3466	0	000000	0000 files/firstFILE-0000820.0007/fileFirst000000.txt
20000600A074226	firstFILE	mc193.source.aa	firstFILE-0000820.0003	1	1	firstFILE-000000	000000	000000	3464	0	000000	0000 files/firstFILE-0000820.0003/fileFirst000000.txt
20000600A074224	firstFILE	mc105.source.aa	firstFILE-0000820.0011	1	1	firstFILE-000000	000000	000000	3468	0	000000	0000 files/firstFILE-0000820.0011/fileFirst000000.txt
20000600A074227	firstFILE	mc090.source.aa	firstFILE-0000820.0008	1	1	firstFILE-000000	000000	000000	3466	0	000000	0000 files/firstFILE-0000820.0008/fileFirst000000.txt
20000600A074220	firstFILE	mc043.source.aa	firstFILE-0000820.0009	1	1	firstFILE-000000	000000	000000	3473	0	000000	0000 files/firstFILE-0000820.0009/fileFirst000000.txt
20000600A074234	firstFILE	mc085.source.aa	firstFILE-0000820.0005	1	1	firstFILE-000000	000000	000000	3462	0	000000	0000 files/firstFILE-0000820.0005/fileFirst000000.txt
20000600A074234	firstFILE	mc120.source.aa	firstFILE-0000820.0012	1	1	firstFILE-000000	000000	000000	3463	0	000000	0000 files/firstFILE-0000820.0012/fileFirst000000.txt
20000600A074231	firstFILE	mc215.source.aa	firstFILE-0000820.0015	1	1	firstFILE-000000	000000	000000	3467	0	000000	0000 files/firstFILE-0000820.0015/fileFirst000000.txt
20000600A074234	firstFILE	mc138.source.aa	firstFILE-0000820.0006	1	1	firstFILE-000000	000000	000000	3464	0	000000	0000 files/firstFILE-0000820.0006/fileFirst000000.txt
20000600A074237	firstFILE	bc018.source.aa	firstFILE-0000820.0001	1	1	firstFILE-000000	000000	000000	3969	0	000000	0000 files/firstFILE-0000820.0001/fileFirst000000.txt
20000600A114215	firstFILE	bc145.source.aa	firstFILE-0000828.0004	1	1	firstFILE-000000	000000	000000	2820	0	000000	0000 files/firstFILE-0000828.0004/fileFirst000000.txt
20000600A114206	firstFILE	mc182.source.aa	firstFILE-0000828.0002	1	1	firstFILE-000000	000000	000000	3465	0	000000	0000 files/firstFILE-0000828.0002/fileFirst000000.txt
20000600A114217	firstFILE	mc086.source.aa	firstFILE-0000828.0014	1	1	firstFILE-000000	000000	000000	3462	0	000000	0000 files/firstFILE-0000828.0014/fileFirst000000.txt
