20000000A000213	thirdFILE	bc134.source.aa	thirdFILE006	0	0	thirdFILE		aa0	705	0	000000	00
20000000A00000	thirdFILE	bc131.source.aa	thirdFILE005	0	0	thirdFILE		aa0	703	0	000000	00
20000000A000231	thirdFILE	bc130.source.aa	thirdFILE007	0	0	thirdFILE		aa0	704	0	000000	00
20000000A00000	thirdFILE	bc018.source.aa	thirdFILE001	0	0	thirdFILE		aa0	1463	0	000000	014333609220
20000000A000219	thirdFILE	mc114.source.aa	thirdFILE015	0	0	thirdFILE		aa0	1795	0	000000	017676704230
20000000A000216	thirdFILE	mc011.source.aa	thirdFILE014	0	0	thirdFILE		aa0	1912	0	000000	01884430250
20000000A000227	thirdFILE	mc101.source.aa	thirdFILE009	0	0	thirdFILE		aa0	1994	0	000000	019668407730
20000000A000211	thirdFILE	bc070.source.aa	thirdFILE003	0	0	thirdFILE		aa0	2013	0	000000	01983407250
20000000A000204	thirdFILE	mc049.source.aa	thirdFILE012	0	0	thirdFILE		aa0	2027	0	000000	0009540000
20000000A00000	thirdFILE	mc014.source.aa	thirdFILE000	0	0	thirdFILE		aa0	2030	0	000000	020028306690
20000000A000205	thirdFILE	bc076.source.aa	thirdFILE002	0	0	thirdFILE		aa0	2104	0	000000	02072920000
20000000A00000	thirdFILE	mc141.source.aa	thirdFILE008	0	0	thirdFILE		aa0	2117	0	000000	020898604330
20000000A000213	thirdFILE	mc103.source.aa	thirdFILE013	0	0	thirdFILE		aa0	2215	0	000000	021875101910
20000000A000229	thirdFILE	bc072.source.aa	thirdFILE004	0	0	thirdFILE		aa0	2240	0	000000	0009710000
20000000A00000	thirdFILE	mc100.source.aa	thirdFILE011	0	0	thirdFILE		aa0	2352	0	000000	023237808860
20000000A050213	thirdFILE	bc128.source.aa	thirdFILE007	0	0	thirdFILE		aa0	704	0	000000	10667
20000000A05000	thirdFILE	bc133.source.aa	thirdFILE006	0	0	thirdFILE		aa0	702	0	000000	000000
20000000A050223	thirdFILE	bc142.source.aa	thirdFILE005	0	0	thirdFILE		aa0	705	0	000000	60664
20000000A050203	thirdFILE	mc131.source.aa	thirdFILE013	0	0	thirdFILE		aa0	1455	0	000000	014281309510
20000000A05000	thirdFILE	mc183.source.aa	thirdFILE001	0	0	thirdFILE		aa0	1454	0	000000	014269409570
20000000A050209	thirdFILE	bc079.source.aa	thirdFILE003	0	0	thirdFILE		aa0	1742	0	000000	017121506320
20000000A050210	thirdFILE	mc105.source.aa	thirdFILE014	0	0	thirdFILE		aa0	1853	0	000000	0005620190
20000000A050230	thirdFILE	mc107.source.aa	thirdFILE011	0	0	thirdFILE		aa0	1843	0	000000	01815840530
20000000A05000	thirdFILE	mc071.source.aa	thirdFILE009	0	0	thirdFILE		aa0	1877	0	000000	01849760000
20000000A050200	thirdFILE	mc251.source.aa	thirdFILE002	0	0	thirdFILE		aa0	1888	0	000000	01860660000
20000000A050211	thirdFILE	mc139.source.aa	thirdFILE012	0	0	thirdFILE		aa0	1927	0	000000	01900509750
20000000A050207	thirdFILE	mc047.source.aa	thirdFILE000	0	0	thirdFILE		aa0	1980	0	000000	01952008160
20000000A050210	thirdFILE	mc120.source.aa	thirdFILE008	0	0	thirdFILE		aa0	2026	0	000000	000
20000000A050211	thirdFILE	mc091.source.aa	thirdFILE015	0	0	thirdFILE		aa0	2066	0	000000	02038605710
20000000A050209	thirdFILE	bc020.source.aa	thirdFILE004	0	0	thirdFILE		aa0	2263	0	000000	02232980850
20000000A090205	thirdFILE	bc144.source.aa	thirdFILE007	0	0	thirdFILE		aa0	698	0	000000	06750
20000000A090216	thirdFILE	bc150.source.aa	thirdFILE006	0	0	thirdFILE		aa0	704	0	000000	730668
20000000A09000	thirdFILE	bc026.source.aa	thirdFILE002	0	0	thirdFILE		aa0	1458	0	000000	01428809500
20000000A09000	thirdFILE	mc124.source.aa	thirdFILE013	0	0	thirdFILE		aa0	1903	0	000000	000
20000000A090231	thirdFILE	mc121.source.aa	thirdFILE000	0	0	thirdFILE		aa0	1930	0	000000	019039809640
20000000A09000	thirdFILE	mc252.source.aa	thirdFILE001	0	0	thirdFILE		aa0	1948	0	000000	019207709110
20000000A090210	thirdFILE	mc076.source.aa	thirdFILE012	0	0	thirdFILE		aa0	1966	0	000000	01938408580
20000000A09000	thirdFILE	mc088.source.aa	thirdFILE015	0	0	thirdFILE		aa0	2048	0	000000	020206706190
20000000A090219	thirdFILE	mc008.source.aa	thirdFILE009	0	0	thirdFILE		aa0	2077	0	000000	020501505380
20000000A090217	thirdFILE	mc030.source.aa	thirdFILE011	0	0	thirdFILE		aa0	2157	0	000000	021293203320
20000000A090211	thirdFILE	mc137.source.aa	thirdFILE014	0	0	thirdFILE		aa0	2215	0	000000	021876701900
20000000A09000	thirdFILE	bc038.source.aa	thirdFILE005	0	0	thirdFILE		aa0	2263	0	000000	02232810850
20000000A090223	thirdFILE	bc042.source.aa	thirdFILE003	0	0	thirdFILE		aa0	2276	0	000000	0005750560
20000000A090225	thirdFILE	bc036.source.aa	thirdFILE004	0	0	thirdFILE		aa0	2400	0	000000	023706607900
20000000A090211	thirdFILE	bc041.source.aa	thirdFILE008	0	0	thirdFILE		aa0	2434	0	000000	024041407230
20000000A130217	thirdFILE	bc140.source.aa	thirdFILE009	0	0	thirdFILE		aa0	702	0	000000	000450671
20000000A130217	thirdFILE	bc141.source.aa	thirdFILE008	0	0	thirdFILE		aa0	705	0	000000	86000
20000000A130221	thirdFILE	bc127.source.aa	thirdFILE012	0	0	thirdFILE		aa0	703	0	000000	80670
20000000A130205	thirdFILE	bc017.source.aa	thirdFILE001	0	0	thirdFILE		aa0	1462	0	000000	014306509370
20000000A130200	thirdFILE	bc033.source.aa	thirdFILE004	0	0	thirdFILE		aa0	1460	0	000000	014315909310
20000000A13000	thirdFILE	mc179.source.aa	thirdFILE002	0	0	thirdFILE		aa0	1455	0	000000	01428909510
20000000A130210	thirdFILE	mc195.source.aa	thirdFILE007	0	0	thirdFILE		aa0	1455	0	000000	01428009500
20000000A130217	thirdFILE	bc019.source.aa	thirdFILE006	0	0	thirdFILE		aa0	1458	0	000000	014284909490
20000000A13000	thirdFILE	mc176.source.aa	thirdFILE003	0	0	thirdFILE		aa0	1453	0	000000	014256309640
20000000A130225	thirdFILE	mc104.source.aa	thirdFILE014	0	0	thirdFILE		aa0	1766	0	000000	017388905300
20000000A130230	thirdFILE	mc093.source.aa	thirdFILE015	0	0	thirdFILE		aa0	1988	0	000000	01961107900
20000000A130227	thirdFILE	mc118.source.aa	thirdFILE013	0	0	thirdFILE		aa0	2069	0	000000	020421505600
20000000A13000	thirdFILE	bc023.source.aa	thirdFILE011	0	0	thirdFILE		aa0	2210	0	000000	02180190080
20000000A130232	thirdFILE	bc028.source.aa	thirdFILE000	0	0	thirdFILE		aa0	2270	0	000000	000
20000000A130231	thirdFILE	bc037.source.aa	thirdFILE005	0	0	thirdFILE		aa0	2378	0	000000	02348708360
20000000A170213	thirdFILE	bc138.source.aa	thirdFILE001	0	0	thirdFILE		aa0	688	0	000000	00050707
20000000A170212	thirdFILE	bc132.source.aa	thirdFILE002	0	0	thirdFILE		aa0	705	0	000000	75000
20000000A170230	thirdFILE	bc136.source.aa	thirdFILE004	0	0	thirdFILE		aa0	704	0	000000	670668
20000000A170232	thirdFILE	bc147.source.aa	thirdFILE003	0	0	thirdFILE		aa0	702	0	000000	000430671
20000000A170207	thirdFILE	mc182.source.aa	thirdFILE006	0	0	thirdFILE		aa0	1455	0	000000	014276009540
20000000A17000	thirdFILE	mc192.source.aa	thirdFILE007	0	0	thirdFILE		aa0	1454	0	000000	014273109550
20000000A17000	thirdFILE	mc188.source.aa	thirdFILE005	0	0	thirdFILE		aa0	1457	0	000000	014299509400
20000000A170229	thirdFILE	bc045.source.aa	thirdFILE008	0	0	thirdFILE		aa0	1459	0	000000	014293809440
20000000A17000	thirdFILE	mc126.source.aa	thirdFILE009	0	0	thirdFILE		aa0	1526	0	000000	01498905780
20000000A170232	thirdFILE	mc046.source.aa	thirdFILE000	0	0	thirdFILE		aa0	1999	0	000000	019713707600
20000000A170229	thirdFILE	mc020.source.aa	thirdFILE015	0	0	thirdFILE		aa0	2029	0	000000	02000006710
20000000A170206	thirdFILE	mc083.source.aa	thirdFILE014	0	0	thirdFILE		aa0	2142	0	000000	021139503710
20000000A170219	thirdFILE	mc026.source.aa	thirdFILE013	0	0	thirdFILE		aa0	2139	0	000000	021118703760
20000000A17000	thirdFILE	mc097.source.aa	thirdFILE012	0	0	thirdFILE		aa0	2194	0	000000	02167350390
20000000A170216	thirdFILE	mc013.source.aa	thirdFILE011	0	0	thirdFILE		aa0	2195	0	000000	02167450390
20000000A000225	thirdFILE	bc151.source.aa	thirdFILE011	0	0	thirdFILE		aa0	703	0	000000	000450671
20000000A000231	thirdFILE	bc152.source.aa	thirdFILE000	0	0	thirdFILE		aa0	705	0	000000	460666
20000000A000227	thirdFILE	mc040.source.aa	thirdFILE005	0	0	thirdFILE		aa0	1432	0	000000	0003960870
20000000A000210	thirdFILE	mc205.source.aa	thirdFILE013	0	0	thirdFILE		aa0	1457	0	000000	014295609430
20000000A000219	thirdFILE	bc024.source.aa	thirdFILE003	0	0	thirdFILE		aa0	1460	0	000000	014315209320
20000000A000231	thirdFILE	bc025.source.aa	thirdFILE002	0	0	thirdFILE		aa0	1458	0	000000	01428909510
20000000A00000	thirdFILE	mc119.source.aa	thirdFILE009	0	0	thirdFILE		aa0	1759	0	000000	017315405570
20000000A00000	thirdFILE	mc029.source.aa	thirdFILE008	0	0	thirdFILE		aa0	1775	0	000000	017478504960
20000000A000225	thirdFILE	mc149.source.aa	thirdFILE014	0	0	thirdFILE		aa0	1820	0	000000	017934503310
20000000A00000	thirdFILE	mc039.source.aa	thirdFILE007	0	0	thirdFILE		aa0	1839	0	000000	0181155
20000000A000210	thirdFILE	mc214.source.aa	thirdFILE012	0	0	thirdFILE		aa0	1880	0	000000	018528701280
20000000A00000	thirdFILE	mc167.source.aa	thirdFILE015	0	0	thirdFILE		aa0	1960	0	000000	019326008750
