20000000A000029	secondFILE	mc187.source.aa	secondFILE15.0009	0	0	secondFILE-0	00	603479	4516	0	0a0	000000
20000000A000029	secondFILE	mc193.source.aa	secondFILE15.0003	0	0	secondFILE-0	00	603479	4516	0	0a0	000000
20000000A000006	secondFILE	mc041.source.aa	secondFILE15.0014	0	0	secondFILE-0	00	603479	4666	0	0a0	000000
20000000A000024	secondFILE	mc177.source.aa	secondFILE15.0006	0	0	secondFILE-0	00	603479	4697	0	0a0	000000
20000000A000012	secondFILE	mc031.source.aa	secondFILE15.0011	0	0	secondFILE-0	00	603479	4726	0	0a0	000000
20000000A000013	secondFILE	mc249.source.aa	secondFILE15.0002	0	0	secondFILE-0	00	603479	4756	0	0a0	000000
20000000A000018	secondFILE	mc039.source.aa	secondFILE15.0013	0	0	secondFILE-0	00	603479	4756	0	0a0	000000
20000000A000027	secondFILE	mc128.source.aa	secondFILE15.0012	0	0	secondFILE-0	00	603479	4786	0	0a0	000000
20000000A000025	secondFILE	bc017.source.aa	secondFILE15.0001	0	0	secondFILE-0	00	603479	4877	0	0a0	000000
20000000A000030	secondFILE	bc027.source.aa	secondFILE15.0007	0	0	secondFILE-0	00	603479	4908	0	0a0	000000
20000000A000005	secondFILE	bc025.source.aa	secondFILE15.0005	0	0	secondFILE-0	00	603479	5027	0	0a0	000000
20000000A000015	secondFILE	bc070.source.aa	secondFILE15.0010	0	0	secondFILE-0	00	603479	5117	0	0a0	000000
20000000A000005	secondFILE	bc109.source.aa	secondFILE15.0004	0	0	secondFILE-0	00	603479	5148	0	0a0	000000
20000000A000017	secondFILE	bc035.source.aa	secondFILE15.0008	0	0	secondFILE-0	00	603479	5208	0	0a0	000000
20000000A000028	secondFILE	mc016.source.aa	secondFILE15.0015	0	0	secondFILE-0	00	603479	5207	0	0a0	000000
20000000A062213	secondFILE	mc133.source.aa	secondFILE19.0012	0	0	secondFILE-0	00	603479	4485	0	0a0	000000
20000000A062218	secondFILE	mc005.source.aa	secondFILE19.0015	0	0	secondFILE-0	00	603479	4485	0	0a0	000000
20000000A062223	secondFILE	mc137.source.aa	secondFILE19.0008	0	0	secondFILE-0	00	603479	4486	0	0a0	000000
20000000A062228	secondFILE	mc029.source.aa	secondFILE19.0007	0	0	secondFILE-0	00	603479	4486	0	0a0	000000
20000000A062231	secondFILE	mc075.source.aa	secondFILE19.0011	0	0	secondFILE-0	00	603479	4486	0	0a0	000000
20000000A062231	secondFILE	mc088.source.aa	secondFILE19.0013	0	0	secondFILE-0	00	603479	4756	0	0a0	000000
20000000A062218	secondFILE	mc081.source.aa	secondFILE19.0009	0	0	secondFILE-0	00	603479	4786	0	0a0	000000
20000000A062204	secondFILE	mc028.source.aa	secondFILE19.0010	0	0	secondFILE-0	00	603479	4816	0	0a0	000000
20000000A062219	secondFILE	mc067.source.aa	secondFILE19.0014	0	0	secondFILE-0	00	603479	4816	0	0a0	000000
20000000A062218	secondFILE	mc186.source.aa	secondFILE19.0002	0	0	secondFILE-0	00	603479	4846	0	0a0	000000
20000000A062207	secondFILE	mc183.source.aa	secondFILE19.0006	0	0	secondFILE-0	00	603479	4876	0	0a0	000000
20000000A062222	secondFILE	mc191.source.aa	secondFILE19.0001	0	0	secondFILE-0	00	603479	4876	0	0a0	000000
20000000A062223	secondFILE	mc190.source.aa	secondFILE19.0004	0	0	secondFILE-0	00	603479	4876	0	0a0	000000
20000000A062205	secondFILE	bc023.source.aa	secondFILE19.0003	0	0	secondFILE-0	00	603479	5147	0	0a0	000000
20000000A062219	secondFILE	bc076.source.aa	secondFILE19.0005	0	0	secondFILE-0	00	603479	5208	0	0a0	000000
20000000A100009	secondFILE	bc130.source.aa	secondFILE22.0007	0	0	secondFILE-0	00	603479	3618	0	0a0	000000
20000000A102208	secondFILE	bc147.source.aa	secondFILE22.0006	0	0	secondFILE-0	00	603479	3643	0	0a0	000000
20000000A102232	secondFILE	bc144.source.aa	secondFILE22.0009	0	0	secondFILE-0	00	603479	4184	0	0a0	000000
20000000A100006	secondFILE	bc133.source.aa	secondFILE22.0008	0	0	secondFILE-0	00	603479	4304	0	0a0	000000
20000000A102232	secondFILE	mc122.source.aa	secondFILE22.0012	0	0	secondFILE-0	00	603479	4485	0	0a0	000000
